0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-55,-90,-20,-19,-20,16,16,16,-462,126,-57,126,126,126,126,126,121,4802,121
-90,-19,-57,-19,-57,16,-57,16,-167,-20,-167,126,-57,-20,-94,16,-160,50,-19
-160,-90,-94,-55,-57,-20,16,52,-94,52,-204,89,-131,-57,-57,16,-231,-19,-19
-231,-160,-94,-55,-57,-20,-20,52,-94,126,-241,89,-131,16,-131,89,-231,15,-19
-195,-160,-94,-55,-57,-20,-20,89,16,236,-204,-20,-131,16,-57,89,-266,15,15
-231,-125,-131,-55,-94,-20,16,89,52,200,-167,52,-94,16,16,89,-195,-19,-19
-160,-55,-94,-19,-94,16,16,52,16,163,-94,163,-20,89,126,163,-160,-55,-19
-160,-90,-94,-55,-94,-20,-20,-20,89,200,-94,89,-57,52,126,126,-125,-125,-55
-90,-55,-57,-19,-131,16,-20,16,89,163,16,163,16,126,89,236,50,-55,-19
50,-90,16,15,-57,52,52,52,89,236,52,52,16,126,200,236,15,-55,-19
-55,-90,-20,-19,-20,16,16,16,126,273,16,52,16,126,200,200,15,-19,-19
85,15,89,85,52,126,89,89,126,236,163,200,163,236,200,273,156,85,121
85,15,163,85,126,126,126,89,200,236,163,126,126,126,163,126,85,15,85
50,50,126,85,126,89,16,52,200,200,89,236,126,163,163,163,156,121,85
402,613,163,261,52,126,-57,16,-57,-167,163,531,16,89,-167,-167,473,121,-19
473,684,163,332,16,200,-57,89,-131,-131,200,604,89,200,-204,-57,543,121,50
473,613,200,261,89,126,16,89,-94,-57,163,494,52,89,-278,-167,367,-19,-19
332,437,89,191,16,52,-94,16,-167,-94,52,494,-20,52,-315,-131,297,15,-55
297,473,163,226,89,126,-20,89,-131,-57,126,420,89,89,-167,-94,226,85,50
85,226,89,85,89,16,-20,16,-167,-57,-20,200,-20,-20,-204,-131,50,-19,-55
50,85,52,85,16,52,-94,16,-204,16,-57,236,-20,89,-315,16,50,50,-19
50,15,52,85,16,89,-20,126,-131,89,-57,126,-20,89,-241,-20,-55,50,50
-125,-90,-57,-19,-20,-20,-57,16,-167,-20,-167,89,-94,-20,-241,-94,-160,15,-55
226,226,200,226,163,236,200,236,163,273,163,273,200,310,200,310,261,191,226
261,156,200,226,126,273,310,236,200,200,236,163,273,236,273,310,261,226,297
226,121,200,156,126,200,347,200,126,163,273,126,310,163,236,273,261,191,261
261,191,236,121,200,163,347,200,89,200,273,126,347,126,273,273,261,156,297
261,156,236,85,273,126,420,236,163,236,273,126,310,126,347,200,297,156,367
297,121,273,121,310,126,457,163,163,200,273,163,310,126,384,163,367,156,367
297,85,310,121,310,126,420,126,163,200,236,52,310,163,420,126,332,121,332
297,121,273,85,310,126,457,163,200,236,310,16,347,200,420,163,367,85,367
367,191,310,85,310,89,457,163,163,200,347,52,347,126,384,200,367,50,332
332,121,273,15,273,52,420,126,163,236,310,52,273,52,384,163,297,15,297
297,85,273,85,273,89,420,163,163,236,310,163,310,163,384,236,402,85,297
367,85,310,85,273,126,457,163,89,200,310,52,310,126,420,200,332,85,261
261,-19,236,15,236,52,420,126,89,163,273,16,273,126,384,126,261,50,226
297,85,273,50,200,89,347,126,89,200,273,89,310,163,384,200,332,121,297
297,121,273,50,236,89,384,126,89,200,273,89,310,89,347,126,297,85,297
