0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
15,121,16,191,236,310,384,568,273,568,-57,163,236,310,126,310,50,50,226
191,332,236,297,200,163,200,52,126,-57,236,273,126,89,163,16,437,297,85
121,226,273,226,52,16,-94,16,-20,89,200,200,52,52,52,-57,156,121,85
261,297,126,297,273,163,273,310,163,310,163,310,200,200,163,52,-55,85,85
191,297,200,191,89,52,-20,16,-57,-20,310,200,52,89,89,-57,367,261,15
121,156,200,226,126,89,89,163,52,273,89,236,126,163,89,-57,-160,-55,85
261,332,126,297,163,236,236,200,126,163,236,273,126,163,89,52,261,261,156
156,261,200,226,16,126,-57,52,-20,89,236,236,16,89,-20,16,297,226,191
226,297,126,332,236,310,347,310,236,384,126,347,236,273,126,163,85,191,226
297,367,200,297,126,310,126,163,89,163,384,273,126,200,89,126,684,508,191
226,226,236,261,163,347,126,347,89,457,200,273,200,310,89,200,191,261,226
297,332,126,367,236,531,310,420,200,347,200,347,200,420,163,273,402,367,191
121,226,200,261,-20,347,-167,126,16,126,273,236,52,310,52,163,508,261,121
226,261,126,297,126,310,163,310,273,347,163,347,200,420,163,200,50,-55,156
367,402,200,261,52,236,52,89,200,16,420,310,126,273,163,126,578,191,85
261,297,236,191,16,89,-57,52,89,126,273,273,163,200,126,89,121,-125,15
297,367,126,297,200,163,236,200,236,126,236,347,236,273,236,126,156,-90,15
226,297,236,191,-20,16,-94,-57,52,-57,347,273,52,126,89,-20,437,-19,50
261,226,163,226,163,89,236,236,273,273,163,347,200,236,163,89,-125,-195,156
367,332,126,191,163,126,273,126,273,52,384,236,163,163,163,126,332,191,156
297,121,236,50,126,16,126,16,163,89,310,126,163,52,126,89,85,15,156
261,191,163,156,347,89,494,200,384,200,163,236,310,89,273,126,15,15,226
156,191,273,50,163,-20,163,-94,163,-57,273,89,163,-94,163,16,437,226,191
121,85,273,121,236,16,273,89,273,200,89,163,200,52,200,52,-55,-55,261
297,191,273,156,200,89,310,16,273,-20,273,163,163,126,200,16,402,226,191
226,50,384,50,16,-57,-57,-131,89,-57,273,52,16,16,52,-131,332,50,156
