0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
85,85,52,50,52,163,163,163,163,126,89,200,126,236,236,200,121,85,261
121,121,126,15,-94,-57,-20,-167,-204,-535,16,-315,-167,-167,-388,-204,-125,-125,-266
-55,-55,-94,50,-57,163,-94,52,-131,-94,457,236,236,420,52,273,261,402,85
473,402,494,402,420,310,420,163,52,-20,494,163,273,236,16,52,261,191,50
-160,15,-20,-19,-57,-131,-278,-204,-535,-241,16,-57,-94,16,-462,-131,-160,85,-231
261,121,310,367,420,420,310,347,-20,273,715,310,531,457,163,384,332,508,437
226,121,310,121,163,-20,236,16,-278,-167,52,-315,-57,-241,-351,-241,-266,-55,15
-160,-266,-131,-19,-20,52,16,126,-278,126,273,89,163,200,-20,200,-55,367,332
367,226,384,332,420,310,604,384,126,200,457,89,347,163,236,200,191,226,508
-266,-55,-131,-125,-167,-204,-20,-94,-351,-131,-204,-278,-167,-204,-315,-94,-301,-55,85
-19,-19,89,226,273,420,420,457,236,384,420,236,457,494,457,531,261,437,578
121,156,273,156,200,89,420,163,126,-20,-94,-241,-20,-20,89,16,-231,-125,85
-266,-231,-167,-55,-94,16,-57,89,-131,163,16,52,52,236,236,310,-125,156,85
367,191,384,367,420,384,568,384,310,347,531,200,420,310,604,420,297,191,332
-90,-19,-20,-90,-167,-204,-94,-167,-241,-204,-131,-241,-167,-204,-94,-20,-266,-160,-231
15,15,52,191,163,273,126,236,163,236,568,347,457,457,457,604,332,402,261
402,367,420,261,310,89,347,52,52,-94,236,-57,163,-57,52,89,85,15,-55
-55,-55,-57,-19,-57,-94,-241,-94,-351,-94,89,52,16,16,-131,200,-19,191,-125
543,261,457,437,568,420,420,384,200,273,641,273,531,310,384,457,437,402,261
156,156,200,-19,89,-204,-20,-131,-241,-204,-57,-241,-131,-315,-241,-57,-160,-125,-301
50,-19,16,15,163,89,16,126,52,310,531,310,347,347,310,531,261,332,121
473,332,420,191,384,126,420,126,273,16,384,16,200,89,200,126,121,15,-19
-125,-90,-94,-160,-131,-167,-204,-204,-241,-167,16,-57,-94,16,-94,52,-160,50,-231
332,191,347,367,494,457,384,310,310,347,715,347,531,494,531,457,402,367,332
121,121,273,15,163,-94,52,-94,-20,-131,16,-241,-57,-167,-94,-57,-125,-231,-195
-160,-195,-20,-19,89,126,-131,89,163,200,347,163,236,384,310,457,261,226,121
473,297,494,332,457,310,384,200,494,200,420,89,347,200,384,236,297,15,121
-55,-19,-57,-90,-131,-167,-241,-241,-94,-167,-57,-94,-57,-20,-57,-20,-195,-125,-231
297,85,200,332,384,420,273,273,384,347,604,384,568,531,641,494,437,402,367
156,191,273,121,200,-20,200,-57,163,-131,-20,-204,16,-131,52,-131,-55,-125,-19
-266,-160,-94,-55,-20,16,-94,-20,89,163,163,52,200,273,163,310,85,297,191
