0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
332,297,310,297,347,273,89,89,89,16,310,273,310,273,273,236,332,367,15
402,191,273,121,310,200,89,-57,-20,-167,200,89,200,126,126,16,191,121,-55
332,191,200,156,236,200,89,89,89,126,236,236,236,273,200,236,191,297,191
473,332,347,297,384,347,384,384,310,310,310,273,347,347,310,310,261,191,367
332,50,200,50,200,126,273,273,236,310,126,126,200,200,163,273,85,15,367
261,156,200,191,200,200,347,494,420,604,200,236,273,347,310,494,85,85,508
332,15,89,-19,126,89,273,273,236,273,126,16,163,126,126,200,-125,-160,226
226,-90,-57,-125,-57,-57,16,89,89,163,89,-20,89,89,52,163,-125,-55,121
261,121,89,85,126,89,126,52,126,16,163,163,163,126,126,52,15,85,50
156,15,16,15,89,52,-20,-241,-20,-278,16,89,52,-57,-20,-167,15,85,-125
121,261,163,297,236,163,16,-167,52,-131,200,310,163,163,89,52,261,367,-90
226,297,310,297,347,200,52,-278,-94,-388,200,236,126,16,16,-167,261,261,-231
50,121,163,191,236,89,-131,-315,-204,-315,89,200,89,16,16,-94,191,332,-195
15,226,236,332,347,273,52,16,-20,16,163,236,200,236,200,200,191,367,-19
-125,-55,52,50,200,163,-20,16,-131,16,-57,16,89,89,52,52,-19,156,-90
-266,-19,-57,121,52,163,-20,347,52,420,-20,163,89,273,126,347,-55,297,121
-231,15,-57,156,52,236,163,420,200,457,-94,126,52,200,126,236,-160,85,156
-407,-195,-278,-19,-131,52,126,310,200,420,-241,52,-57,163,16,273,-231,50,191
-336,-19,-131,121,16,200,273,494,384,494,-57,163,52,347,163,420,-55,191,367
-266,-195,-94,-55,52,163,200,200,163,163,-131,16,16,126,16,89,-90,15,156
-336,-55,-57,85,89,163,52,200,52,236,-20,200,52,273,52,236,50,261,156
-160,156,126,297,236,347,89,163,16,89,52,273,126,273,89,126,156,261,15
-231,85,16,191,126,200,-94,-57,-131,-57,-57,200,52,89,-20,-20,85,261,-90
-125,297,126,402,236,310,52,126,52,89,126,347,200,236,200,163,226,402,85
-55,121,126,191,163,200,89,-20,52,-94,16,89,89,52,89,-20,50,85,-19
-195,15,16,50,16,52,52,126,126,163,16,52,52,126,126,200,15,121,85
-55,85,89,85,52,126,236,310,236,273,52,52,89,126,200,200,15,-19,121
-125,-160,-94,-160,-94,-57,89,126,163,163,-131,-94,-57,-20,16,52,-90,-125,85
-55,50,16,50,-20,52,236,384,347,457,52,126,52,200,163,310,50,121,297
121,50,126,50,89,126,273,273,236,273,89,16,52,89,89,126,50,-19,226
50,15,89,-19,52,52,89,200,126,310,89,89,52,126,52,163,50,85,261
226,226,236,226,200,200,163,310,163,273,236,200,163,236,126,200,191,121,261
261,85,126,15,52,52,-20,-20,-20,-57,126,16,16,-20,-20,-57,121,-19,85
297,261,163,191,89,89,16,52,126,89,236,200,89,163,89,126,226,226,191
473,332,236,226,163,163,163,-57,126,-167,236,163,89,16,89,-94,226,121,85
402,261,126,121,89,16,52,-167,89,-167,163,163,52,-20,16,-20,226,156,50
543,437,310,332,273,163,273,89,310,89,310,273,236,200,273,200,367,226,261
508,191,236,85,236,89,273,52,236,52,163,89,163,52,163,126,191,-19,191
402,226,163,121,163,126,200,347,273,457,273,163,200,310,200,420,121,156,297
543,261,163,121,126,200,236,457,200,420,273,89,163,236,126,310,50,-19,261
402,85,16,-55,-57,52,-20,273,16,310,89,16,16,126,-20,200,-19,-19,191
402,332,126,226,16,236,89,384,163,420,236,236,163,273,126,273,121,156,226
402,226,89,121,-57,126,16,126,-20,89,89,89,52,16,16,-20,15,-55,-19
226,261,-20,121,-94,52,-94,126,-57,200,126,200,52,126,52,163,50,121,-19
261,332,163,261,89,163,16,163,-20,126,236,200,126,126,126,89,156,156,-19
121,121,126,85,52,52,-131,-57,-167,-57,126,52,16,-20,-20,-57,85,156,-90
156,332,236,297,163,200,-57,89,-57,89,273,236,126,126,126,126,226,332,-19
191,226,236,191,200,126,-57,-57,-131,-204,163,52,52,-57,16,-131,191,156,-125
15,85,126,156,200,89,-20,16,-20,52,89,126,89,89,89,126,156,297,85
15,156,200,261,347,273,310,273,236,236,126,200,200,310,236,310,156,261,226
-125,-125,-20,15,163,163,273,163,273,236,-94,16,89,163,126,236,-19,50,191
-195,-19,16,156,163,236,384,384,494,531,52,200,163,347,236,457,50,191,332
-90,-55,52,156,163,273,347,273,384,310,52,126,89,163,163,200,15,50,156
-195,-90,16,85,52,126,89,163,163,273,52,126,16,163,89,163,50,156,121
-19,156,236,297,200,310,126,273,163,236,236,236,126,273,163,236,226,226,156
-19,-19,200,121,163,200,-20,52,-57,-20,163,89,89,89,16,52,191,121,85
-19,121,310,297,273,273,16,273,16,236,273,273,200,310,126,310,367,402,261
121,226,420,332,384,384,52,236,-20,89,310,236,163,200,52,126,437,297,156
50,121,273,191,273,236,-131,89,-167,16,200,200,126,126,-20,89,367,332,50
156,332,347,402,347,384,89,273,89,200,310,310,236,273,200,236,402,402,191
121,85,236,121,273,200,163,89,163,16,126,52,163,16,163,16,226,121,121
121,85,200,121,273,126,310,200,420,310,273,126,310,163,384,273,332,226,402
437,121,457,121,494,200,641,273,715,310,494,52,531,126,568,200,508,50,613
473,-90,420,-125,420,-20,641,126,678,236,457,-131,494,-20,531,89,437,-90,649
578,121,494,15,420,52,678,273,715,384,568,16,531,126,568,236,473,-19,649
649,15,420,-160,273,-94,494,16,457,16,457,-131,384,-131,384,-94,332,-231,402
613,15,347,-125,200,-167,384,16,457,126,494,-20,420,-57,420,16,367,-19,508
789,191,531,85,384,52,531,163,494,126,568,52,494,16,494,52,437,50,543
754,50,384,-55,310,-20,310,16,273,-20,420,-57,384,-57,310,-57,297,50,367
895,367,494,191,420,163,310,236,310,163,678,200,494,200,384,200,473,297,402
1071,367,604,191,494,200,273,89,163,-20,641,126,420,89,273,52,437,156,191
895,297,494,191,384,200,200,89,200,126,568,236,384,236,347,236,402,297,156
965,508,568,402,531,384,457,236,420,236,604,384,531,384,494,347,473,367,191
860,367,457,226,457,273,494,52,420,89,457,236,420,200,420,163,402,226,156
825,543,531,437,494,347,678,310,678,420,604,420,531,420,531,384,543,402,437
965,578,641,402,531,384,715,310,604,273,604,347,457,273,457,236,508,191,367
860,508,494,297,310,200,457,236,420,273,494,310,384,236,384,273,508,226,367
965,754,604,473,420,384,531,457,494,384,604,420,457,384,494,384,613,332,437
895,543,531,332,310,310,384,236,273,126,420,273,347,200,347,163,508,226,261
825,649,494,437,384,347,310,236,310,236,531,420,457,347,420,273,649,437,367
1001,684,678,473,568,347,420,52,310,-94,604,384,494,200,420,16,789,226,261
965,473,641,297,531,163,236,-167,163,-241,568,273,420,89,347,-20,754,226,191
1001,613,752,473,678,273,420,52,347,-20,715,420,568,310,531,200,825,332,332
895,367,641,261,568,200,420,-94,347,-167,494,200,457,126,457,16,578,15,156
