0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
261.0,402.0,16.0,261.0,126.0,384.0,126.0,236.0,52.0,236.0,200.0,16.0,200.0,494.0,126.0,236.0,121.0,367.0,121.0
121.0,191.0,-94.0,85.0,16.0,200.0,126.0,52.0,347.0,273.0,16.0,-57.0,126.0,347.0,52.0,52.0,15.0,121.0,-19.0
-55.0,85.0,-204.0,15.0,-57.0,200.0,52.0,126.0,236.0,200.0,-20.0,-94.0,126.0,420.0,52.0,126.0,-55.0,261.0,85.0
191.0,85.0,52.0,50.0,89.0,236.0,163.0,89.0,89.0,89.0,89.0,-57.0,236.0,420.0,126.0,126.0,15.0,85.0,-55.0
-55.0,-125.0,-204.0,-160.0,-204.0,16.0,-241.0,-241.0,89.0,16.0,-20.0,-131.0,89.0,310.0,-57.0,52.0,-55.0,15.0,-336.0
-19.0,-90.0,-20.0,85.0,-20.0,200.0,-167.0,-20.0,-20.0,52.0,163.0,-57.0,200.0,494.0,126.0,163.0,50.0,156.0,-125.0
-90.0,-195.0,-57.0,-55.0,-57.0,52.0,-131.0,-204.0,200.0,-20.0,-94.0,-131.0,89.0,310.0,16.0,-57.0,15.0,-125.0,-336.0
-336.0,-336.0,-278.0,-160.0,-167.0,-57.0,-278.0,-278.0,126.0,-167.0,-204.0,-278.0,16.0,310.0,-20.0,-20.0,-19.0,-19.0,-231.0
1388.0,1493.0,568.0,684.0,347.0,678.0,163.0,604.0,126.0,531.0,641.0,531.0,457.0,531.0,200.0,457.0,402.0,578.0,85.0
1177.0,1282.0,273.0,473.0,89.0,494.0,-57.0,384.0,273.0,531.0,420.0,420.0,273.0,384.0,16.0,347.0,297.0,437.0,-19.0
1212.0,1317.0,420.0,613.0,236.0,604.0,16.0,568.0,52.0,494.0,604.0,457.0,420.0,531.0,126.0,494.0,402.0,543.0,226.0
1212.0,1212.0,457.0,543.0,200.0,531.0,16.0,347.0,163.0,347.0,568.0,457.0,347.0,420.0,89.0,347.0,402.0,261.0,-19.0
