0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-160,-90,-388,-231,-315,-131,-683,-20,89,52,16,-57,-204,-20,-94,89,-195,156,15
121,191,531,332,678,384,641,236,236,89,273,310,457,236,384,163,226,191,85
-90,121,-131,-160,-20,-131,-204,-204,16,-131,200,126,89,-20,-20,-94,-55,226,-19
121,226,494,508,641,494,568,420,-94,52,126,163,604,236,126,310,508,649,613
50,121,273,156,347,89,347,-131,347,200,347,310,200,52,310,52,85,-19,-266
-19,156,-131,121,16,89,89,52,-167,16,52,89,273,16,-57,163,191,473,437
191,191,457,508,604,420,899,310,200,273,126,347,531,236,310,347,332,156,226
-19,121,-351,-125,-278,-204,16,-241,126,16,89,236,52,-57,-20,-20,-195,-160,-160
156,226,16,332,89,273,531,347,-167,52,-94,163,494,163,-94,310,261,226,613
156,191,52,121,-57,16,494,16,384,273,163,347,236,89,89,89,-90,-442,-266
121,156,-425,-90,-535,-167,-57,16,-94,16,-57,52,236,-20,-278,52,-55,-55,226
332,191,310,367,236,273,825,347,163,310,16,163,604,200,89,384,226,-90,226
85,85,-315,-301,-425,-278,52,-241,236,200,52,89,200,-94,-57,52,-371,-371,-407
121,85,-94,50,-20,163,420,310,-167,200,-167,-94,641,52,-167,384,50,297,437
121,-19,200,-55,200,89,715,52,310,420,52,89,494,52,89,236,-90,-266,-231
-19,-55,-315,-371,-315,-204,16,-94,-57,200,-94,-167,273,-94,-315,89,-125,156,121
191,121,457,297,494,420,936,457,89,531,-57,-20,715,163,-57,420,402,332,402
85,50,16,-231,-20,-131,310,-167,347,420,89,-20,200,-167,-20,16,-55,-125,-371
121,121,16,85,126,163,384,200,-131,200,-204,-241,457,-57,-204,236,367,508,437
191,121,420,261,420,273,788,89,347,384,16,16,384,89,163,236,332,15,-195
15,50,-278,-160,-315,-131,-131,-241,16,89,-57,-131,52,-131,-241,-20,85,121,-231
191,156,384,473,384,494,604,347,-20,200,-20,-20,494,163,-57,347,613,402,191
50,50,126,50,-57,16,126,-167,384,347,163,126,16,-57,89,89,121,-160,-583
15,85,-57,156,-131,126,-94,163,-94,236,-131,-94,200,-57,-167,273,332,437,261
156,50,531,402,420,310,568,236,347,457,89,126,384,89,236,347,402,-55,-90
15,-55,-204,-195,-351,-278,-425,-278,163,163,126,-20,16,-204,-57,-20,-19,-195,-301
226,50,310,367,236,273,236,384,-20,273,52,16,494,126,16,384,437,226,402
156,-19,163,50,-20,-20,52,16,420,420,273,236,89,52,236,126,-19,-371,-371
85,-19,-241,-19,-315,-20,-315,163,-94,126,-20,-20,89,52,-167,89,85,156,332
261,-19,457,367,384,347,568,384,273,384,89,163,347,236,200,347,332,15,297
50,-90,-241,-266,-315,-241,-167,-167,310,200,126,52,-131,-57,16,16,-125,-160,-55
191,15,163,226,200,273,384,420,16,126,-57,-20,273,200,-20,310,367,402,789
226,-55,273,50,236,89,494,52,457,200,200,200,-20,126,273,89,85,-160,15
121,-90,-278,-160,-241,-57,-167,16,-57,-57,16,-57,-131,-57,-94,52,15,297,437
332,15,420,402,531,457,678,457,163,236,126,89,273,163,273,384,367,297,578
121,-90,-94,-160,-131,-131,-20,-167,347,89,236,89,-204,-94,163,16,-90,-90,-19
191,-19,89,261,163,310,236,347,-20,-94,16,-20,126,126,-20,273,402,543,860
261,-19,420,261,420,273,531,163,494,163,273,236,-20,126,310,163,226,-55,121
50,-55,-204,-125,-204,-94,-278,-94,89,-57,126,16,-315,-94,-20,-20,50,121,297
261,85,531,473,494,457,568,420,126,126,126,163,89,200,310,347,473,297,613
121,50,89,-19,-57,-57,-57,-131,384,52,310,236,-351,16,310,-20,-19,-266,-195
191,156,52,191,16,126,-57,236,-57,-20,89,52,-94,126,-20,163,332,332,613
367,226,568,402,457,273,457,200,420,200,347,310,-57,236,273,126,332,-125,50
191,191,-131,-125,-241,-167,-462,-167,89,-167,236,126,-388,-57,-20,-94,15,-19,15
332,261,494,437,494,420,347,457,16,16,126,163,126,200,163,347,508,367,613
226,191,236,15,163,16,16,-20,457,163,347,273,-241,16,273,52,15,-195,-195
191,226,-20,121,16,163,-204,273,-20,16,126,52,-94,89,16,126,156,473,578
332,261,568,437,641,457,531,420,384,200,310,273,89,273,420,200,226,226,261
85,156,-167,-195,-94,-94,-278,-94,273,-57,273,89,-315,16,89,-204,-231,85,50
226,226,310,297,494,457,420,568,163,52,89,16,126,273,126,273,297,613,860
226,156,310,50,384,200,384,163,678,273,273,200,-204,126,420,200,-19,15,15
121,191,-131,-19,52,89,-167,200,52,-57,16,-20,-241,-20,52,163,15,543,508
367,297,531,473,715,531,568,494,310,163,126,163,89,236,384,310,297,402,473
191,226,-131,-125,16,-57,-204,-57,457,16,236,163,-351,52,236,-94,-125,85,15
226,367,273,332,420,457,273,531,163,89,89,126,126,236,200,273,437,649,895
402,437,531,261,568,347,457,273,788,420,384,310,-20,163,494,163,261,50,156
543,543,-20,15,52,52,-278,163,347,126,384,89,-131,16,89,-20,226,367,402
825,754,752,613,788,568,457,531,384,347,604,273,236,310,347,273,649,367,508
719,789,200,85,89,52,-241,-57,531,384,715,310,-315,126,236,-57,156,-55,-231
860,1001,273,473,273,457,-20,494,16,310,494,163,-57,273,52,273,508,613,543
825,1036,678,508,531,494,273,310,384,531,825,420,-131,347,384,236,332,15,-301
719,1001,-131,50,-241,16,-719,16,-131,273,752,236,-499,126,-57,52,15,226,-336
1282,1247,494,825,457,641,126,641,-167,604,752,420,-20,457,163,494,578,578,191
1353,1282,236,473,163,236,-57,200,384,752,1009,678,-278,273,384,200,332,156,-371
1599,1493,310,719,384,531,163,641,52,568,899,494,126,347,310,420,789,895,543
2057,1634,936,1001,936,752,862,752,494,788,1046,715,236,531,752,531,860,508,-19
2057,1564,236,508,126,236,-94,347,200,568,862,494,-167,273,384,236,508,508,-195
2233,1634,825,1106,788,825,531,936,89,715,531,494,310,494,420,752,1071,930,437
2162,1529,604,719,494,420,126,420,568,715,347,641,-94,200,568,641,578,297,-477
2057,1493,163,613,200,384,-462,494,-57,347,-167,384,-94,16,273,788,684,825,156
1986,1353,862,1001,825,678,16,604,347,604,-204,678,126,236,641,1009,1001,473,15
1916,1001,236,297,89,-20,-1087,-94,273,347,-241,568,-241,16,420,568,649,156,-266
1845,965,678,719,568,420,-609,384,-94,384,-499,420,310,273,347,972,1177,578,543
1775,825,752,437,420,126,-646,-57,273,604,-462,641,89,126,494,1083,895,-160,-266
1740,719,273,191,-57,-94,-1603,-94,-315,310,-535,457,126,-94,236,1340,895,191,297
1669,649,1009,649,641,310,-1308,310,16,531,-204,604,604,200,604,1892,1247,50,367
1634,367,310,15,-57,-278,-2302,-278,163,200,16,457,200,-20,457,1856,719,-336,-266
1141,261,420,437,200,126,-1971,236,-241,-315,52,200,678,200,384,2150,1106,297,473
332,50,604,367,347,16,-1492,-20,273,-499,310,420,604,273,678,2076,895,-301,-266
-407,-195,-94,50,-278,-204,-2155,-167,-131,-683,89,273,457,89,52,2003,684,121,50
-371,-231,531,719,384,531,-1198,420,-57,16,89,604,936,457,126,1929,1247,332,437
-688,-371,89,297,-131,89,-1492,-57,236,163,163,825,531,273,163,1856,860,-90,-195
-688,-371,89,578,16,420,-1345,384,-241,-94,126,641,862,384,16,1819,1212,649,684
-688,-477,494,684,420,568,-793,531,273,-94,310,899,862,604,273,1745,1141,261,191
-935,-512,-204,156,-204,126,-1419,273,-20,-572,236,678,678,273,-20,1672,860,402,367
-512,-371,494,613,531,604,-351,678,16,-167,273,568,1193,236,126,1635,1388,543,1001
-547,-301,126,15,163,16,-535,52,568,16,384,604,678,-57,-20,1598,1001,-160,156
-477,-90,-167,226,16,200,-719,310,16,-241,310,384,825,16,-315,1524,1212,684,930
-19,-125,273,543,494,494,-20,531,310,52,531,715,972,273,200,1488,1247,261,543
-336,-301,-499,-125,-315,-131,-867,-20,126,89,568,494,604,-57,200,1414,719,15,297
-442,-301,16,332,236,273,-278,384,-57,384,752,310,1156,126,273,1377,1177,297,895
-723,-618,-131,-90,16,-167,-572,-94,457,384,972,384,715,16,-131,1340,754,-336,-19
-935,-794,-535,-125,-351,-131,-1124,-20,-94,16,788,52,715,-57,-683,1304,684,332,508
-794,-1040,200,332,347,310,-204,273,163,236,972,236,1046,273,-167,1267,895,121,437
-1146,-1392,-425,-301,-351,-278,-867,-351,52,89,936,126,531,-94,-204,1230,297,-125,-125
-1075,-1287,-204,191,16,236,-278,126,-351,200,715,-131,825,-57,-94,1193,649,402,578
-1075,-1146,-241,-90,-57,-20,-20,-131,236,273,678,52,310,-57,-94,1156,402,-336,-125
-1251,-864,-830,-336,-572,-204,-683,-241,-204,-167,457,-241,-20,-131,-572,1120,297,156,261
-1111,-618,-94,261,126,347,89,236,-131,89,568,16,273,200,-241,1083,684,191,367
-1427,-759,-646,-301,-499,-204,-462,-351,-20,16,457,89,-241,-57,-278,1046,226,-195,-231
-1251,-688,-388,156,-167,163,-94,89,-388,-241,236,-94,163,126,-315,1009,613,402,613
-1181,-688,-20,50,89,89,420,-57,200,-20,384,163,52,236,-20,972,437,-336,15
-1251,-723,-683,-477,-535,-425,-204,-425,-94,-57,200,-204,-204,-57,-278,972,191,-195,191
-618,-723,52,85,200,52,715,-20,16,236,273,-57,236,200,16,936,684,-125,613
-618,-794,-315,-442,-315,-499,200,-609,236,16,347,126,-315,16,-20,899,121,-688,-231
-583,-618,-388,-160,-278,-204,126,-315,-351,-278,236,-131,-20,16,-131,862,261,15,543
-407,-547,126,-19,273,-57,899,-131,200,-57,347,52,89,163,200,862,261,-442,226
-336,-618,-462,-547,-351,-535,163,-462,52,-351,200,-241,-204,-94,-167,825,-125,-336,191
226,-477,163,85,347,89,899,126,-57,-204,236,-241,273,200,163,788,261,50,719
121,-618,-57,-371,16,-351,641,-278,310,-241,236,-57,-204,163,420,531,-301,-547,-160
