0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-407,-371,-204,-231,-204,-57,52,-57,163,52,-278,-204,-57,-94,-20,126,-231,-125,85
-90,-55,-20,-55,-131,126,52,16,89,-94,-20,-20,89,52,163,163,-90,121,15
-125,-90,-57,-90,-167,126,52,52,52,-20,16,16,126,89,200,200,-90,121,-19
-55,-90,-20,-90,16,52,16,16,-20,89,52,52,126,52,163,163,-125,121,-55
-125,-90,-94,-90,16,16,16,16,-20,126,-20,16,89,16,89,163,-125,156,15
-55,-55,-20,-19,52,52,89,52,16,89,52,52,126,89,89,163,15,226,50
50,15,89,50,163,89,163,89,52,52,89,89,163,89,126,163,50,297,121
85,15,89,85,200,126,200,126,52,89,89,163,163,126,126,200,121,297,121
156,50,163,85,310,163,126,126,16,89,200,200,200,163,126,200,156,261,121
85,85,163,85,310,200,163,163,89,126,163,236,163,200,126,236,121,367,156
85,191,163,226,310,310,200,236,89,200,126,310,236,384,273,310,156,473,85
50,261,126,332,273,384,200,347,89,310,52,347,200,457,236,384,50,543,50
-19,297,16,367,163,494,126,494,52,457,16,457,126,568,126,568,50,578,50
15,367,126,437,236,531,89,568,52,531,89,568,163,604,163,604,121,578,50
-19,402,126,473,163,494,126,604,126,531,52,531,126,568,163,641,121,543,85
-55,367,52,473,89,420,126,604,89,568,-20,494,163,568,200,641,156,437,15
-55,261,16,402,52,347,52,531,52,494,-57,384,89,494,163,604,50,332,-19
-90,226,-20,332,-57,236,-20,457,52,494,-20,347,52,420,126,568,-19,261,-90
-19,226,52,332,-20,236,-57,457,16,531,52,347,89,420,163,494,15,226,-125
-55,297,-20,402,-94,236,-94,494,16,531,-20,384,52,420,126,494,-55,261,-125
-125,332,-94,473,-131,273,-131,494,-20,531,16,384,52,420,89,494,-19,226,-195
-55,297,-57,402,-131,200,-131,384,-57,457,52,310,89,310,52,457,-55,85,-231
-90,226,-94,261,-167,16,-131,273,-20,310,52,273,52,200,52,420,-55,-19,-231
50,226,52,261,-94,-20,-131,200,-20,163,163,310,89,200,126,347,121,-19,-231
121,261,89,261,-20,-20,-57,200,52,200,163,310,52,200,126,347,121,-19,-125
85,261,52,261,16,16,-20,236,52,273,126,347,89,236,89,347,121,15,-125
121,191,126,226,126,16,-20,236,52,200,163,310,163,236,89,236,121,50,-125
85,191,89,156,52,16,16,200,52,163,126,273,89,200,52,236,85,15,-55
85,226,52,191,52,16,52,200,89,163,163,236,126,200,126,200,121,15,-55
85,191,52,121,16,52,126,200,163,89,126,163,163,126,163,126,50,15,15
-19,156,-57,121,-94,89,89,200,89,52,16,200,126,163,126,163,50,85,-19
-19,226,-20,191,-57,163,-20,200,-20,89,52,200,126,200,89,126,85,156,-19
15,297,16,156,-20,163,16,163,89,16,126,126,126,126,52,89,156,156,85
191,191,163,121,163,126,200,163,200,52,310,126,236,126,163,52,261,156,156
261,156,200,85,200,126,236,200,236,163,236,163,236,126,126,52,85,156,191
85,121,52,85,89,52,200,163,200,126,163,126,126,89,52,52,15,50,156
85,15,52,-19,89,-57,200,16,126,-57,200,-57,163,-20,163,-94,85,-90,121
85,-90,52,-125,89,-167,236,-57,163,-167,163,-167,126,-131,163,-167,121,-125,191
121,-55,89,-19,126,-167,273,-57,200,-94,200,-94,163,-94,163,-167,191,-90,156
85,-55,52,-19,126,-278,236,-131,273,-131,126,-131,126,-131,163,-241,85,-160,121
15,-160,-20,-160,89,-388,236,-241,273,-315,89,-241,163,-167,126,-315,85,-231,85
121,-266,126,-231,236,-462,163,-241,52,-351,200,-315,236,-167,126,-351,121,-231,15
121,-336,89,-231,200,-462,89,-241,16,-278,163,-351,163,-167,52,-315,85,-231,50
121,-336,52,-160,163,-499,89,-241,52,-241,200,-278,126,-94,16,-278,156,-231,15
226,-336,200,-160,273,-572,126,-315,16,-351,273,-241,163,-94,16,-351,191,-231,15
226,-301,273,-160,236,-609,89,-315,-57,-425,310,-278,200,-131,16,-351,261,-266,-19
261,-266,273,-160,200,-609,-20,-351,-131,-425,384,-315,200,-131,126,-388,261,-301,-160
191,-301,126,-266,89,-683,-57,-425,-94,-388,236,-388,126,-167,126,-388,121,-371,-160
121,-336,52,-301,52,-719,-20,-462,-20,-388,200,-315,163,-167,126,-425,156,-442,-160
191,-336,163,-266,163,-719,16,-462,-20,-388,310,-241,200,-167,126,-462,191,-442,-55
191,-301,200,-231,126,-646,52,-388,16,-351,347,-204,163,-167,16,-388,226,-371,50
297,-231,273,-160,236,-609,16,-351,-20,-351,347,-241,200,-167,52,-388,297,-301,50
297,-231,310,-231,236,-646,52,-388,52,-388,236,-315,163,-278,52,-388,226,-301,121
191,-266,200,-266,126,-609,52,-351,89,-315,236,-278,163,-241,52,-351,191,-266,121
226,-231,236,-195,126,-535,16,-278,52,-278,347,-204,200,-131,126,-315,191,-160,156
226,-160,236,-160,126,-425,126,-204,126,-241,273,-167,200,-94,126,-241,191,-19,226
261,-90,310,-90,273,-388,236,-167,163,-204,273,-131,310,-57,200,-204,297,-19,226
297,-55,347,-90,310,-351,236,-167,200,-131,273,-131,310,-57,200,-241,226,-19,297
261,-55,236,-90,236,-278,236,-94,236,-20,273,-94,236,-20,126,-167,191,15,261
297,-90,273,-90,273,-167,200,-20,236,16,347,-57,273,52,163,-94,191,50,261
297,-90,273,-125,310,-131,310,16,347,16,273,-57,236,52,126,-57,191,85,402
332,-55,310,-55,347,-94,457,16,457,52,236,-57,273,89,163,-57,297,121,508
297,-19,310,-19,347,-20,531,16,494,52,126,-94,236,89,163,-20,297,156,543
226,15,236,15,273,52,457,16,457,16,126,-57,200,126,126,-20,261,191,473
332,15,310,85,384,126,384,16,384,16,236,16,236,163,273,-57,332,191,367
367,85,310,50,347,126,347,16,420,52,163,16,163,126,236,-57,226,156,402
297,85,236,50,273,126,310,89,420,89,163,52,163,163,200,52,191,85,367
332,85,273,15,273,163,273,89,347,52,163,89,200,126,200,52,156,50,332
261,85,163,15,200,126,310,52,347,52,126,52,163,52,163,52,121,15,332
261,85,163,50,236,89,310,52,384,126,126,52,200,52,200,16,156,-19,297
226,85,163,15,200,89,310,16,384,89,89,16,126,-20,126,16,50,-19,297
191,85,126,-55,126,89,236,16,273,16,89,52,126,-57,126,16,50,-19,261
261,85,200,-90,200,89,200,-20,236,-20,126,52,163,-94,200,-20,85,-19,261
226,50,200,-125,200,52,200,-20,200,16,52,16,126,-94,126,16,50,-19,297
261,50,273,-55,273,163,163,52,163,126,163,52,163,-20,126,52,156,50,261
367,121,347,15,310,236,200,52,236,126,200,126,163,-20,163,52,156,156,297
332,226,310,121,310,310,273,89,273,200,200,200,163,-20,200,89,226,191,297
367,226,347,156,347,384,236,126,273,163,236,163,200,52,200,126,226,191,332
261,156,273,50,236,384,310,126,347,126,163,126,163,16,200,126,191,191,473
297,191,310,85,273,347,347,89,347,126,163,163,200,16,236,126,297,156,437
367,226,384,85,347,310,347,52,347,89,163,126,200,-20,200,89,261,156,437
297,191,273,50,310,310,347,52,384,163,126,126,163,-20,126,89,191,121,508
261,121,236,15,310,310,384,89,347,163,163,163,200,16,126,89,191,121,437
226,121,200,50,273,384,347,52,310,89,126,126,126,-20,163,52,156,121,402
191,121,200,85,273,420,310,52,236,89,200,126,126,52,236,89,261,121,367
261,121,273,121,310,494,310,89,273,89,200,126,126,52,236,126,261,191,437
226,121,200,156,273,494,347,89,347,52,163,126,126,52,200,126,297,261,473
261,121,273,226,347,494,347,52,310,52,236,126,163,52,236,163,367,226,402
261,121,310,191,384,420,347,52,310,89,200,126,163,16,236,163,332,191,437
261,156,273,191,347,347,310,52,273,163,236,163,163,16,200,163,332,156,332
297,191,310,191,347,310,273,16,273,163,273,200,163,16,273,89,332,191,297
297,191,273,191,310,273,236,52,236,200,273,163,126,-20,200,126,332,226,261
402,191,347,226,384,273,163,52,163,200,347,200,163,16,200,163,402,191,191
437,261,347,191,310,273,126,52,126,163,310,236,126,52,163,163,261,156,156
402,402,273,226,200,310,89,126,163,273,273,273,126,126,200,200,226,261,121
473,578,310,332,200,457,89,236,163,420,310,384,163,200,273,236,226,261,85
473,754,200,332,126,420,52,236,163,384,310,494,89,126,163,200,191,121,85
543,754,236,261,200,347,89,163,126,310,384,494,126,126,163,163,332,15,85
