0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
297.0,473.0,273.0,261.0,420.0,200.0,384.0,52.0,5020.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-55.0,261.0,-20.0,15.0,126.0,16.0,273.0,89.0,420.0,89.0,-241.0,936.0,163.0,89.0,273.0,52.0,85.0,-55.0,332.0
-19.0,367.0,16.0,85.0,200.0,16.0,273.0,163.0,531.0,200.0,-94.0,972.0,126.0,126.0,384.0,200.0,191.0,-55.0,473.0
121.0,297.0,52.0,50.0,200.0,-20.0,347.0,200.0,531.0,236.0,-94.0,862.0,126.0,89.0,310.0,200.0,121.0,-160.0,261.0
-55.0,156.0,-57.0,-19.0,52.0,-94.0,163.0,126.0,384.0,200.0,-204.0,752.0,52.0,126.0,236.0,163.0,85.0,-231.0,226.0
85.0,-371.0,126.0,85.0,200.0,420.0,89.0,347.0,52.0,347.0,200.0,-793.0,126.0,163.0,52.0,310.0,156.0,297.0,191.0
-19.0,-442.0,16.0,-55.0,16.0,200.0,89.0,200.0,52.0,200.0,52.0,-867.0,52.0,16.0,-57.0,200.0,-55.0,50.0,50.0
-55.0,-547.0,-57.0,-231.0,-57.0,16.0,16.0,163.0,126.0,163.0,89.0,-867.0,-20.0,-20.0,52.0,200.0,-90.0,-19.0,121.0
15.0,-618.0,-20.0,-301.0,-57.0,-57.0,89.0,163.0,236.0,163.0,52.0,-867.0,-20.0,-94.0,163.0,89.0,-231.0,-55.0,15.0
-231.0,-583.0,-204.0,-336.0,-204.0,-57.0,-20.0,200.0,236.0,236.0,-131.0,-793.0,-94.0,-131.0,126.0,16.0,-301.0,15.0,-55.0
-160.0,-336.0,-131.0,-90.0,-57.0,89.0,16.0,347.0,347.0,420.0,-57.0,-572.0,-94.0,-20.0,200.0,126.0,-90.0,226.0,15.0
-125.0,-301.0,-94.0,15.0,-94.0,200.0,16.0,310.0,200.0,347.0,-94.0,-535.0,-94.0,16.0,16.0,89.0,-55.0,226.0,-90.0
15.0,-266.0,-20.0,85.0,-20.0,163.0,-20.0,236.0,163.0,236.0,52.0,-388.0,-20.0,52.0,16.0,126.0,191.0,191.0,50.0
226.0,-55.0,236.0,121.0,163.0,89.0,126.0,89.0,163.0,52.0,200.0,-204.0,126.0,52.0,89.0,89.0,261.0,156.0,15.0
156.0,15.0,126.0,50.0,16.0,16.0,52.0,-57.0,-57.0,-94.0,163.0,-131.0,89.0,52.0,16.0,16.0,121.0,156.0,-55.0
