0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
226,85,163,50,52,126,126,200,126,163,163,52,52,89,-20,89,191,4802,121
50,-19,163,-19,236,200,273,347,126,310,52,-20,236,126,89,163,50,226,367
50,-55,126,-90,347,163,420,384,384,347,126,-57,273,126,236,163,85,226,402
50,-19,126,-90,310,126,457,310,420,273,52,-57,347,16,163,52,85,261,261
85,15,163,15,384,163,457,236,384,273,126,-57,273,52,236,52,121,261,261
156,121,163,50,384,126,420,126,347,126,126,16,310,16,200,-20,85,191,15
50,156,126,50,200,52,236,16,200,16,52,52,236,-20,89,-20,15,121,-90
121,226,126,121,236,52,236,16,236,52,163,52,163,52,126,16,85,121,15
121,191,126,85,126,52,236,52,200,89,52,52,163,52,16,16,85,85,50
85,121,126,85,52,89,126,163,163,200,126,16,52,126,16,126,156,50,226
226,85,163,50,52,126,126,200,126,163,163,52,52,89,-20,89,191,15,226
191,85,163,15,-57,89,-20,200,-57,163,89,89,16,89,-131,52,121,85,156
191,191,163,121,52,200,-20,310,-20,236,163,163,-20,126,-20,52,121,191,226
156,226,126,121,89,200,-20,236,-131,126,52,236,52,89,-94,16,50,156,85
15,156,52,50,52,126,-131,126,-278,52,16,200,-20,89,-131,52,-19,121,50
-55,-55,89,-19,273,-20,310,89,457,200,52,-57,236,126,310,236,121,50,85
-160,-125,52,-55,89,-94,200,-20,310,52,-57,-94,163,52,163,163,50,-19,15
-90,-160,52,-19,89,-20,200,16,273,16,52,-131,52,89,200,163,85,50,156
-55,-125,52,-55,52,16,200,52,273,16,16,-20,126,89,126,89,85,50,156
-55,-90,52,-55,16,89,126,126,163,126,16,52,52,163,52,126,121,121,297
50,-19,163,15,163,200,163,236,89,126,163,52,89,200,16,126,226,191,367
85,15,200,50,126,273,89,236,-94,126,89,89,126,163,-94,16,226,261,332
121,85,236,156,273,384,126,384,16,273,163,89,89,236,16,89,297,367,473
156,121,236,156,347,384,236,384,89,310,126,89,200,200,52,89,191,297,367
226,85,200,191,52,52,89,126,126,-20,273,-57,163,52,163,236,156,85,15
191,50,163,156,-94,16,16,16,52,-57,163,-94,89,16,52,126,121,-19,-125
156,15,163,85,16,-20,16,16,126,52,200,-94,16,52,126,126,191,-55,15
191,50,200,50,126,-20,89,16,200,52,163,-20,89,16,89,16,191,-19,50
121,50,163,50,52,52,52,52,89,16,89,-20,89,52,52,16,156,85,121
191,85,163,121,200,163,126,163,200,89,163,-20,126,126,163,126,226,191,226
156,85,126,156,163,200,200,200,200,200,89,-20,126,126,126,163,156,191,191
156,50,163,121,163,163,200,273,273,273,163,-57,52,163,163,236,191,156,297
226,50,200,85,200,126,273,273,347,273,236,-20,126,126,163,236,191,85,261
121,50,163,85,89,126,200,200,273,236,163,52,89,126,52,200,121,121,191
191,156,163,226,163,200,200,236,347,236,200,52,89,163,163,236,191,261,261
156,191,126,261,163,273,236,236,310,236,52,52,163,163,236,200,121,332,191
85,156,89,261,163,310,200,273,236,236,89,16,126,200,236,236,121,297,226
191,121,163,191,200,236,200,236,200,126,200,52,163,126,236,163,156,226,191
