0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
156,156,236,226,126,163,273,457,163,52,52,163,163,52,200,236,-19,121,297
121,85,163,121,163,200,236,52,236,236,273,126,384,52,347,163,156,50,191
-125,-160,-94,-55,-131,-94,16,163,52,236,-241,-94,-20,-167,-94,200,-195,-125,-19
-125,85,-94,50,-94,-57,-20,89,200,347,52,89,126,-57,163,52,156,-19,121
121,156,163,50,89,-131,310,200,273,420,16,16,89,-94,89,163,-55,-160,121
-231,-55,-167,-90,-204,-315,-57,126,16,236,-204,-20,-131,-241,-131,16,-90,-125,-55
50,191,89,156,52,-94,163,52,273,347,163,163,200,-20,236,126,121,15,156
-125,-90,-94,15,-57,-204,126,163,89,273,-241,-57,-94,-167,-94,126,-301,-19,-19
-231,-19,-204,-19,-57,16,16,89,89,273,-20,89,126,-20,126,52,-19,226,121
85,85,89,50,273,236,310,200,200,310,89,52,236,126,200,273,-160,191,191
-266,-160,-241,-160,-57,126,-57,236,-94,163,-278,-20,-94,89,-167,126,-301,191,-19
-19,121,16,50,200,384,126,200,236,347,163,163,236,273,236,200,50,261,226
-90,-55,-20,-19,163,200,273,273,200,347,-167,16,16,126,16,347,-266,85,50
-231,-55,-167,-55,-20,163,-20,163,200,273,-57,89,89,163,89,236,15,156,85
156,121,200,121,236,236,236,236,420,310,200,126,200,236,236,420,85,50,226
-90,-55,-57,-19,-94,16,-20,310,52,236,-204,52,-204,89,-204,236,-55,-55,-55
85,297,126,226,52,200,52,236,236,310,200,236,163,273,200,200,297,15,156
121,156,163,121,89,16,236,310,163,236,-20,16,52,126,52,200,-55,-195,85
-160,85,-57,15,-94,-131,16,126,52,126,-57,52,52,52,52,-57,85,-55,15
226,297,273,191,273,89,420,126,310,273,273,163,310,163,347,126,156,121,261
-55,15,-20,15,89,16,236,273,52,126,-167,-20,-20,16,-20,89,-195,156,85
50,191,52,121,236,310,236,273,200,163,200,200,310,273,347,126,156,437,332
226,121,236,85,420,384,457,420,273,163,89,126,273,310,273,310,-19,297,332
-90,-19,-57,-19,163,273,163,310,126,89,-20,126,89,273,89,126,85,332,226
261,226,310,226,457,494,384,236,420,200,347,273,384,420,420,200,367,402,402
85,-19,89,121,200,236,200,236,126,52,-94,89,16,163,-20,200,50,226,85
50,191,52,191,163,273,52,52,89,89,126,200,163,236,200,163,332,297,156
261,191,236,226,310,200,347,126,236,200,126,52,200,163,236,273,85,121,156
-90,-55,-94,-55,-94,-57,-20,52,16,52,-131,-94,-94,-20,-57,-20,-19,-19,-90
191,191,163,85,52,52,89,-20,236,200,310,52,200,89,273,52,226,-19,50
50,-19,89,-55,-167,-167,-20,16,-20,52,-57,-167,-131,-131,-131,89,-160,-231,-195
-90,50,-20,-19,-278,-167,-204,-167,-57,16,89,16,16,-94,16,-94,121,-125,-125
226,191,273,156,89,-57,200,-57,163,126,200,52,163,-20,163,52,50,-125,50
-160,-55,-94,-19,-94,-167,-20,16,-94,52,-167,-20,-94,-57,-94,-94,-90,-19,-90
15,191,52,191,163,200,200,52,200,200,200,200,273,236,347,16,191,226,261
-90,-55,16,85,200,236,347,273,200,200,-131,16,89,163,126,163,-195,156,191
-336,-90,-241,50,-20,273,89,236,126,200,-94,126,126,236,126,52,15,297,191
50,121,126,226,236,420,347,310,420,273,200,163,347,347,347,310,85,261,332
-195,-195,-131,15,-94,163,52,347,126,163,-204,-20,-20,126,-57,273,-125,156,85
-19,15,52,156,16,273,89,236,310,273,236,163,236,273,273,163,297,297,261
121,-55,200,191,89,163,273,273,200,273,52,52,89,163,89,236,50,156,121
-125,-55,-57,121,-204,89,-57,163,-20,163,-57,89,-20,126,-20,89,191,261,15
226,226,273,297,89,273,236,163,200,273,273,163,236,200,273,236,297,261,226
-19,-55,52,85,-204,16,52,200,-20,126,-167,-94,-131,-94,-131,126,-55,85,-90
50,156,89,156,-204,126,-57,16,126,200,200,89,126,-20,163,-20,297,156,50
226,191,273,261,-57,89,200,52,236,236,126,52,89,-20,89,52,85,-19,50
-90,85,-57,156,-315,16,-57,89,-20,163,-131,89,-94,-20,-94,-131,50,50,-19
226,367,200,367,89,310,310,163,273,310,236,310,236,236,273,52,297,191,332
